25.3970993951,36.4041357017
25.3970228181,36.4040389491
25.3969221686,36.4038796181
25.3968767777,36.4036536334
25.3968957826,36.4033377588
25.3969313171,36.4031497338
25.397042754,36.403128839
25.3971681171,36.4031636599
25.3973134328,36.403242662
25.3974524488,36.4033951526
25.3976106927,36.4035312027
25.3977416362,36.4036919665
25.3977730174,36.4037978731
25.3977416362,36.4039155484
25.3976475986,36.404047869
25.3975213324,36.4041357017
25.3974007805,36.4041959777
25.3972543944,36.404247646
25.3972027261,36.4042218118
